code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
MWN,-3.59224,33.5603,Mwadui,Mwadui,Shinyanga,Tanzania,1448060,Africa/Dar_es_Salaam,,Airports,,http://www.mwadui.com,5249,3970,,0,0
MWQ,20.1403,94.928,Magwe,Magwe,Magway,Myanmar,1017567,Asia/Rangoon,,Airports,,,4600,275,,1,1
MWZ,-2.4469,32.9286,Mwanza Airport,Ilemera,Mwanza,Tanzania,12518019,Africa/Dar_es_Salaam,,Airports,,,10830,3763,,4,4
MXH,-6.65619,145.859,Papua New Guinea,Moro,Southern Highlands,Papua New Guinea,23424926,Pacific/Port_Moresby,,Airports,,,2000,2750,,3,1
MXL,32.6308,-115.242,Gen Rodolfo Sanchez T International Airport,Mexicali,Baja California,Mexico,12514878,America/Tijuana,,Airports,,,8530,72,MMML,5,4
MXM,-21.7506,43.3742,Morombe Airport,Morombe,Toliara,Madagascar,12514704,Indian/Antananarivo,,Airports,,,4265,16,,2,1
MXN,48.5987,-3.81735,Ploujean Airport,Morlaix,Brittany,France,12523822,Europe/Paris,,Other Airport,,,4216,282,,1,1
MXP,45.6314,8.72284,Malpensa International Airport,Cardano al Campo,Lombardy,Italy,22306432,Europe/Rome,,Airports,,http://www.sea-aeroportimilano.it/,12844,768,LIMC,163,109
MXT,-27.2167,-65.1333,,Maintirano,Mahajanga,Madagascar,1362166,Indian/Antananarivo,,Airports,,,4265,95,,6,1
MXV,49.663,100.094,Moron Airport,Mörön,Hovsgol,Mongolia,12514750,Asia/Ulaanbaatar,,Airports,,,,,,1,1
MXX,60.9586,14.5049,Siljan Airport,Mora,Dalarna,Sweden,12517676,Europe/Stockholm,,Airports,,,5938,633,,3,2
MXZ,24.35,116.133,Meixian,Meixian,广东省,China,12713337,Asia/Shanghai,,Airports,,,,,,2,1
MYA,-35.8983,150.147,Moruya Aerodrome,Bingie,New South Wales,Australia,12510743,Australia/Sydney,,Airports,,,4974,14,,2,1
MYD,-3.2261,40.1006,Malindi Airport,Mombasa,Coast,Kenya,12514070,Africa/Nairobi,,Airports,,,4600,80,,5,3
MYE,34.0726,139.56,Miyakejima Airport,Miyake-mura,Tokyo Prefecture,Japan,12513989,Asia/Tokyo,,Airports,,,3940,65,,1,1
MYG,22.3706,-72.9481,Miltary & Civil Airport,Abraham Bay,Mayaguana,Bahamas,12510873,America/Nassau,,Airports,,,7297,11,,3,1
MYI,-9.91682,144.051,Murray Island,Murray Island,Queensland,Australia,28645248,Australia/Brisbane,,Airports,,,,,,2,1
MYJ,33.8276,132.7,Matsuyama Airport,Matsuyama-shi,Ehime Prefecture,Japan,12513985,Asia/Tokyo,,Airports,,,6560,21,KMYJ,10,8
MYL,44.8968,-116.096,Mccall Airport,Mccall,Idaho,United States,12520848,America/Boise,,Other Airport,,,5002,5023,KMYL,2,1
MYR,33.6821,-78.9228,Myrtle Beach International Airport,Myrtle Beach,South Carolina,United States,12521074,America/New_York,,Military Airport,,,9502,26,KMYR,13,12
MYT,25.3844,97.3553,Myitkyina Airport,Myitkyina,Kachin State,Myanmar,12510927,Asia/Rangoon,,Airports,,,8595,470,,2,1
MYU,60.3906,-166.191,Mekoryuk,Mekoryuk,Alaska,United States,2449074,America/Anchorage,,Airports,,,3271,48,PAMY,2,3
MYW,-10.3342,40.1808,Mtwara Airport,Ziwani,Mtwara,Tanzania,12518018,Africa/Dar_es_Salaam,,Airports,,,7400,371,,1,2
MYY,4.3256,113.984,Miri Airport,Miri,Sarawak,Malaysia,12515003,Asia/Kuala_Lumpur,,Airports,,,6500,55,,18,3
MZG,23.5631,119.634,Magong Airport,Makung City,Taiwan Province,Taiwan,12517945,Asia/Taipei,,Airports,,,6500,69,,5,3
MZH,40.8303,35.5202,Merzifon,Merzifon,,Turkey,2343729,Europe/Istanbul,,Military Airport,,,9000,1783,KMZH,1,1
MZI,14.5206,-4.0872,Mopti Barbe Airport,Mopti,Mopti,Mali,12514776,Africa/Bamako,,Airports,,,8202,906,,2,1
MZL,5.0322,-75.4708,La Nubia Airport,Villamaría,Caldas,Colombia,12512389,America/Bogota,,Airports,,,4921,3380,,2,3
MZO,20.2861,-77.0864,Manzanillo Airport,Manzanillo,Granma,Cuba,12512474,America/Havana,,Airports,,,7874,112,,1,1
MZR,36.7042,67.2083,Mazar I Sharif Airport,Mazar-i-Sharif,Balkh,Afghanistan,12510309,Asia/Kabul,,Airports,,,8725,1284,,2,1
MZT,23.1625,-106.274,General Rafael Buelna International Airport,Mazatlán,Sinaloa,Mexico,12514885,America/Mazatlan,,Airports,,,8859,33,MMMZ,18,15
MZV,4.03333,114.8,Mulu Airport,Mulu,Sarawak,Malaysia,12523318,Asia/Kuala_Lumpur,,Airports,,,,,,1,1
NAA,-30.3208,149.826,Narrabri Airport,Bohena Creek,New South Wales,Australia,12510748,Australia/Sydney,,Airports,,,5000,786,,1,1
NAC,-36.9803,140.728,Naracoorte Airport,Naracoorte,South Australia,Australia,12510747,Australia/Adelaide,,Airports,,,3440,169,,0,0
NAG,21.0917,79.0486,Sonegaon Airport,Nagpur,Maharashtra,India,12513637,Asia/Kolkata,,Airports,,,10500,1033,,10,9
NAJ,22.8799,72.5687,,Nakhichevan,Naxcivan,Azerbaijan,1951979,Asia/Baku,,Airports,,,,,,2,2
NAN,-17.7558,177.446,Nadi International Airport,Nadi,Western,Fiji,12523183,Pacific/Fiji,,Airports,,http://www.afl.com.fj,10500,63,NFFN,25,14
NAO,30.7556,106.057,Nanchong Airport,Nanchong,Sichuan,China,12512150,Asia/Shanghai,,Airports,,,,,,2,1
NAP,40.8837,14.2815,Naples International Airport,Naples,Campania,Italy,12513810,Europe/Rome,,Airports,,,7201,289,LIRN,56,48
NAQ,77.5,-69.1667,Qaanaaq,Qaanaaq,Nordgronland,Greenland,472989,America/Godthab,,Airports,,,,,,2,1
NAS,25.0406,-77.4719,Nassau International Airport,Nassau,New Providence,Bahamas,12510874,America/Nassau,,Airports,,,11000,10,MYNN,49,19
NAT,-5.84694,-35.2145,Augusto Severo International Airport,Natal,Rio Grande do Norte,Brazil,12511038,America/Belem,,Airports,,,7441,171,SBNT,11,10
NAU,-14.1667,-141.583,Napuka Island,Napuka Island,Windward Islands,French Polynesia,22504011,Pacific/Tahiti,,Airports,,,4101,7,,2,1
NAV,32.5281,-87.2731,,Nevsehir,Nevşehir,Turkey,2347303,Europe/Istanbul,,Other Airport,,,,,,1,1
NAW,6.5183,101.748,Narathiwat Airport,Narathiwat,Narathiwat,Thailand,12517772,Asia/Bangkok,,Airports,,,6578,18,,1,1
NBC,59.4615,108.832,Russia,Naberevnye Chelny,,Russia,23424936,Asia/Krasnoyarsk,,Military Airport,,,,,KNBC,4,2
NBO,-1.31697,36.9222,Jomo Kenyatta International Airport,Nairobi,Nairobi Area,Kenya,12514067,Africa/Nairobi,00254/(0)20825400,Airports,,http://www.kenyaairport.co.ke,13507,5327,HKJK,55,42
NBW,19.9093,-75.2076,Guantanamo Bay Naval Air Station,Caimanera,Guantanamo,Cuba,12512463,America/Havana,,Military Airport,,,,,,2,2
NBX,-3.3617,135.494,Nabire Airport,Nabire,Irian Jaya,Indonesia,12513488,Asia/Jakarta,,Airports,,,3773,20,,1,2
NCA,21.9167,-71.9425,North Caicos Airport,Bottle Creek Settlements,North Caicos,Turks And Caicos Islands,12517842,America/Grand_Turk,,Airports,,,4280,10,KNCA,2,2
NCE,43.6638,7.21286,Nice-Cote d'Azur Airport,Nice,Provence-alpes-cote d'Azur,France,22143543,Europe/Paris,,Airports,,,,13,LFMN,97,67
NCL,55.0374,-1.70962,Newcastle International Airport,Newcastle,England,United Kingdom,22480195,Europe/London,0870 122 1488,Airports,,http://www.newcastleairport.com/,7651,266,EGNT,56,33
NCN,60.0784,-148.017,Chenega,New Chenega,Alaska,United States,2378864,America/Anchorage,,Airports,,,,,,1,2
NCU,42.4833,59.6333,,Nukus,Qoraqalpoghiston,Uzbekistan,2272619,Asia/Samarkand,,Airports,,,,,,5,2
NCY,45.931,6.10666,Meythet Airport,Pringy,Rhone-Alpes,France,12512937,Europe/Paris,,Airports,,,4134,1512,LFLP,2,2
NDB,20.9342,-17.0283,Nouadhibou Airport,Port-Etienne,Dakhlet Nouadhibou,Mauritania,12514805,Africa/Nouakchott,,Airports,,,7956,16,,2,1
NDG,47.5167,112.133,Qiqihar,Qiqihar,Suhbaatar,China,2265748,Asia/Harbin,,Airports,,,,,,2,4
NDJ,12.1347,15.035,Ndjamena Airport,N'Djamena,Chari-Baguirmi,Chad,12511933,Africa/Ndjamena,,Airports,,,9186,968,FTTJ,13,15
NDR,35.1678,-2.94411,Nador Airport,Nador,Nador,Morocco,24554857,Africa/Casablanca,,Airports,,,3937,20,,6,3
NER,17.611,8.08095,,Neryungri,Sakha,Russia,2050745,Asia/Yakutsk,,Airports,,,,,,4,2
NEV,17.2,-62.6,Newcastle Airport,Nevis,Saint James Windward,Saint Kitts and Nevis,12523186,America/St_Kitts,,Airports,,,3000,20,TKPN,5,4
NFO,-15.6022,-175.614,Niuafo'ou Airport,,Vava'eu,Tonga,12517848,Pacific/Tongatapu,,Airports,,,,,,1,1
NGB,29.8333,121.533,Ningbo Airport,Jiangshan,Zhejiang,China,12523321,Asia/Shanghai,+86-0574-8742-7888,Airports,,http://ningboguide.com/airport.html,8200,,,27,11
NGE,7.3564,13.5614,Ngaoundere Airport,Ngaoundéré,Adamaoua,Cameroon,12512352,Africa/Douala,,Airports,,,8858,3656,,1,1
NGI,-18.0333,179.3,Ngau Island,Ngau Island,Eastern,Fiji,12489736,Pacific/Fiji,,Airports,,,2493,50,,1,1
NGO,34.8624,136.811,Chubu International Airport,Tokoname-shi,Aichi Prefecture,Japan,28298951,Asia/Tokyo,+81-569-38-1195,Airports,,http://www.centrair.jp/en/index.html,11513,12,RJGG,55,37
NGS,32.9141,129.917,Nagasaki Airport,Omura-shi,Nagasaki Prefecture,Japan,12513993,Asia/Tokyo,,Airports,,,9840,18,KNGS,8,8
NHA,12.2333,109.2,Nha-Trang Airport,Nha Trang,Khanh Hoa,Vietnam,12523189,Asia/Ho_Chi_Minh,,Airports,,,6166,16,,3,1
NHV,-8.79383,-140.223,Marquesas Islands Airport,Nuku Hiva,Marquesas Islands,French Polynesia,12512826,Pacific/Marquesas,,Airports,,,5577,226,,4,1
NIB,45.9837,-108.028,Nikolai,Nikolai,Alaska,United States,2459969,America/Anchorage,,Airports,,,2500,450,,1,1
NIM,13.4817,2.1703,Niamey Airport,Niamey,Niamey,Niger,12515047,Africa/Niamey,,Airports,,,9842,728,DRRN,9,13
NIP,30.2342,-81.6753,Jacksonville Naval Air Station,Jacksonville,Florida,United States,12520342,America/New_York,,Military Airport,,,,,KNIP,2,1
NIU,21.3358,-157.919,Honolulu International Airport,Honolulu,Hawaii,United States,12520216,Pacific/Honolulu,,Airports,,,,,,2,1
NJC,60.9518,76.4972,Nizhnevartovsk Northwest Airport,Nizhnevartovsk,Khanty-Mansiyskiy Avtonomnyy Okr,Russia,12516511,Asia/Yekaterinburg,,Airports,,,,,,17,13
NKC,18.0975,-15.9478,Nouakchott Airport,Nouakchott,Nouakchott,Mauritania,12514806,Africa/Nouakchott,,Airports,,,9843,7,GQNN,10,8
NKG,32.0833,118.8,Nanjing Lukou International Airport,Nanjing,Jiangsu,China,12523190,Asia/Shanghai,,Airports,,,11800,,ZSNG,51,25
NKI,55.8556,-133.183,Naukiti Airport,Naukiti,Alaska,United States,2347560,America/Anchorage,,Airports,,,,,,1,1
NKM,35.2527,136.924,Nagoya Airport,Toyoyama-cho,Aichi Prefecture,Japan,23388304,Asia/Tokyo,,Military Airport,,http://www.nagoya-airport-bldg.co.jp/,8990,46,RJNA,9,1
NLA,-12.9958,28.6631,Ndola Airport,Ndola,Copperbelt,Zambia,12523017,Africa/Lusaka,,Airports,,,8250,4167,,5,3
NLD,27.4422,-99.5686,Quetzalcoatl International Airport,Nuevo Laredo,Tamaulipas,Mexico,12514945,America/Mexico_City,,Airports,,,6562,486,MMNL,1,1
NLF,-9.5925,143.773,Darnley Island Airport,Kubin Village,Queensland,Australia,12510650,Australia/Brisbane,,Airports,,,,,,0,0
NLG,56.0167,-161.15,,Nelson Lagoon,Alaska,United States,23417017,America/Anchorage,,Airports,,,3300,13,,1,1
NLK,-29.0363,168.032,Norfolk Island Airport,Kingston,,Norfolk Island,12515042,Pacific/Norfolk,,Airports,,,6400,371,YNSF,5,3
NLV,47.05,31.9167,Nikolaev Airport,Mykolayiv,Mykolayivs´ka Oblast´,Ukraine,12524013,Europe/Kiev,,Airports,,,,,,1,1
NMA,40.9787,71.5677,Namangan Airport,Namangan,Namangan,Uzbekistan,12522684,Asia/Samarkand,,Airports,,,,,,4,3
NME,60.4723,-164.699,Nightmute Airport,Nightmute,Alaska,United States,2459959,America/Anchorage,,Airports,,,,6,,3,4
NNB,-10.8483,162.455,Makira,Santa Ana,Makira,Solomon Islands,2344841,Pacific/Guadalcanal,,Airports,,,,,,1,1
NNG,22.6183,108.179,Nanning-Wuyu Airport,Wuxu,Guangxi,China,12512151,Asia/Shanghai,,Airports,,,,246,,26,13
NNL,59.9717,-154.847,,Nondalton,Alaska,United States,2460300,America/Anchorage,,Airports,,,2900,300,,1,1
NNM,67.6167,53.15,,Naryan-Mar,Nenetskiy Avtonomnyy Okrug,Russia,12598021,Europe/Moscow,,Airports,,,,,,5,4
NNT,18.8097,100.787,Nan Airport,Nan,Nan,Thailand,12517771,Asia/Bangkok,,Airports,,,6561,699,,1,1
NNY,32.9959,112.527,Nanyang,Nanyang,Henan,China,2172743,Asia/Shanghai,,Airports,,,,,,6,2
NOB,10.0053,-85.6625,Nosara Beach Airport,Nosara,Guanacaste,Costa Rica,12524316,America/Costa_Rica,,Airports,,,,,,1,2
NOC,53.9133,-8.81129,Connaught Airport,Knock,,Ireland,12512719,Europe/Dublin,,Airports,,,7546,665,EIKN,7,2
NOJ,63.5,75,,Nojabrxsk,,Russia,23424936,Asia/Krasnoyarsk,,Airports,,,,,,5,3
NOS,-13.3153,48.3103,Nosy Be Fascene Airport,Hell-Ville,Antsiranana,Madagascar,12514706,Indian/Antananarivo,,Airports,,,7185,33,,8,6
NOU,-22.0258,166.21,La Tontouta Airport,,Sud,New Caledonia,12515035,Pacific/Noumea,,Airports,,,10663,52,NWWW,10,6
NOV,-12.8064,15.7572,Huambo Airport,Huambo,Huambo,Angola,12510435,Africa/Luanda,,Airports,,,8727,5584,,5,1
NOZ,54.5183,86.9342,Kemerovskaya Oblast,Novokuznetsk,Kemerovskaya Oblast,Russia,2346901,Asia/Krasnoyarsk,,Airports,,,,,,4,2
NPE,-39.4689,176.867,Hawkes Bay Airport,Napier,Hawke's Bay,New Zealand,12515159,Pacific/Auckland,,Airports,,,4300,6,NZNR,3,1
NPL,-39.0067,174.171,New Plymouth Airport,New Plymouth,Taranaki,New Zealand,12515161,Pacific/Auckland,,Airports,,,4300,97,NZNP,3,2
NQN,-38.9489,-68.1569,Neuquen Airport,Neuquen,Neuquen,Argentina,12510526,America/Argentina/Mendoza,,Airports,,,8434,896,,2,2
NQU,5.69889,-77.2765,Nuqui Airport,Nuquí,Choco,Colombia,12523644,America/Bogota,,Airports,,,2427,10,,2,1
NQY,50.4364,-5.01373,St Mawgan Airport,Newquay,England,United Kingdom,12518154,Europe/London,01637 861053,Airports,,,8984,390,EGDG,10,7
NRA,-34.6964,146.512,Narrandera Leeton Aerodrome,Narrandera,New South Wales,Australia,12510749,Australia/Sydney,,Military Airport,,,5282,471,KNRA,3,1
NRK,58.5841,16.2338,Kungsangen Airport,Norrkoping,Ostergotland,Sweden,12517656,Europe/Stockholm,,Airports,,,5577,17,,4,3
NRN,51.6031,6.1417,Airport Weeze,Weeze,North Rhine-Westphalia,Germany,12513156,Europe/Berlin,+49 (0) 28 37 / 66 61 11,Airports,,http://www.airport-weeze.de,2440,32,KNRN,31,1
NRT,35.7491,140.389,Narita International Airport,Narita-shi,Chiba Prefecture,Japan,12513999,Asia/Tokyo,,Airports,,http://www.narita-airport.jp,13123,141,RJAA,97,63
NSH,42.7584,-71.4642,,Now Shahr,Mazandaran,Iran,2255009,Asia/Tehran,,Airports,,,6663,,,2,1
NSI,3.83168,11.5233,Nsimalen Airport,Yaounde,Centre,Cameroon,12523057,Africa/Douala,,Military Airport,,,,,KNSI,6,9
NSK,69.3089,87.3351,Norilsk Alykel Airport,Kansk,Krasnoyarskiy Kray,Russia,12516523,Asia/Krasnoyarsk,,Airports,,,,,,14,9
NSN,-41.2961,173.22,Nelson Airport,Nelson,Nelson,New Zealand,12515160,Pacific/Auckland,,Airports,,,4000,17,NZNS,5,1
NST,8.4561,99.96,Nakhon Si Thammarat Airport,Phra Phrom,Nakhon Si Thammarat,Thailand,12517768,Asia/Bangkok,,Airports,,,3625,44,,1,2
NTE,47.1573,-1.60205,Chateau Bougon Airport,Bouguenais,Pays de la Loire,France,12512881,Europe/Paris,+33 (0)2 40 84 81 52,Airports,,http://www.nantes.aeroport.fr,9514,89,LFRS,38,23
NTG,32.0155,120.84,Nantong Airport,Nantong,Jiangsu,China,12523350,Asia/Shanghai,,Airports,,,,,,4,4
NTL,-32.7985,151.837,Williamtown Airport,Ferodale,New South Wales,Australia,12510813,Australia/Sydney,,Airports,,,8000,31,YWLM,9,8
NTN,-17.7,141.067,Normanton,Normanton,Queensland,Australia,12708490,Australia/Brisbane,,Airports,,,5500,72,,3,1
NTQ,37.2917,136.957,Noto Airport,Anamizu-machi,Ishikawa Prefecture,Japan,28360528,Asia/Tokyo,,Airports,,,,,,1,1
NTT,-15.9481,-173.736,Niuatoputapu Airport,Niuatoputapu,Vava'eu,Tonga,12517849,Pacific/Tongatapu,,Airports,,,,,,1,1
NUE,49.4946,11.0785,Nurnberg Airport,Nuremberg,Bavaria,Germany,22257687,Europe/Berlin,,Airports,,,,450,EDDN,69,34
NUI,70.2167,-150.917,Nuiqsut,Nuiqsut,Alaska,United States,12799827,America/Anchorage,,Airports,,,1900,50,KNUI,2,1
NUK,-19.0861,-139,Nukutavake,Nukutavake,Windward Islands,French Polynesia,22504012,Pacific/Tahiti,,Airports,,,2788,17,,1,1
NUL,64.7134,-158.077,Nulato Airport,Nulato,Alaska,United States,29388568,America/Anchorage,,Airports,,,2980,310,PANU,2,4
NUP,60.897,-162.453,Alaska,Nunapitchuk,Alaska,United States,2347560,America/Nome,,Airports,,,,10,,2,2
NUS,45.7396,7.46666,,Norsup,,Vanuatu,23424907,Pacific/Efate,,Airports,,,3116,23,,5,1
NUX,65.9549,78.3955,Urengoy Airport,Novy Urengoy,Yamalo-Nenetskiy Avtonomnyy Okru,Russia,12517089,Asia/Yekaterinburg,,Airports,,,,,,11,9
NVA,2.93333,-75.2833,Neiva Lamarguita Airport,Neiva,Huila,Colombia,12524502,America/Bogota,,Airports,,,5249,1440,,6,3
NVI,40.1155,65.19,Navoi Airport,Navoi,Nawoiy,Uzbekistan,12522688,Asia/Samarkand,,Airports,,,,,,5,2
NVK,68.4431,17.3941,Framnes Airport,Narvik,Nordland Fylke,Norway,12523943,Europe/Oslo,,Airports,,,2625,97,ENNK,3,2
NVR,58.5167,31.3,,Novgorod,Novgorodskaya Oblast,Russia,2122471,Europe/Moscow,,Airports,,,,,,0,0
NVT,-26.8797,-48.6481,Ministro Victor Konder International Airport,Navegantes,Santa Catarina,Brazil,12511240,America/Sao_Paulo,,Airports,,,5581,18,,1,2
NWA,6.47748,11.0726,,Moheli,Moheli,Comoros,2345045,Indian/Comoro,,Airports,,,4265,46,,3,1
NWI,52.6704,1.27648,Norwich Airport,Norwich,England,United Kingdom,22481371,Europe/London,+44 (0)1603 411923,Airports,,http://www.norwichairport.co.uk/,6043,117,EGSH,19,14
NYA,44.7718,-93.9263,,Norwood Young America,Minnesota,United States,23417628,America/Menominee,,Airports,,,,,,3,2
NYK,-0.0583,37.0369,Nanyuki Airport,Nyeri,Rift Valley,Kenya,12514079,Africa/Nairobi,,Airports,,,3937,6250,,2,1
NYM,65.6179,72.6856,Nadym Airport,Nadym,Yamalo-Nenetskiy Avtonomnyy Okru,Russia,12516467,Asia/Yekaterinburg,,Airports,,,,,,9,5
NYO,58.7833,16.9224,Skavsta Airport,Nykoping,Sodermanland,Sweden,12517663,Europe/Stockholm,,Airports,,http://www.skavsta-air.se,8202,140,ESKN,36,5
NYU,21.1814,94.9347,Nyaung U Airport,Nyaung-u,Mandalay,Myanmar,12510930,Asia/Rangoon,,Airports,,,5200,300,,4,3
NZH,49.6,117.433,Manzhouli,Manzhouli,Nei Mongol,China,2149766,Asia/Shanghai,,Airports,,,,,,1,1
OAG,-32.3833,149.132,Springhill Airport,Arthurville,New South Wales,Australia,12510756,Australia/Sydney,,Airports,,,5500,3112,,1,1
OAJ,34.8307,-77.6053,Albert J Ellis Airport,Richlands,North Carolina,United States,12518557,America/New_York,,Airports,,,7100,94,KOAJ,2,3
